company,sector,fy,price,label,ebitda_margin,net_margin,roe,roce,debt_to_equity,net_debt_to_ebitda,interest_free_proxy,capex_to_revenue,ocf_to_ebitda,accruals_ratio,asset_turnover,earnings_yield,book_to_price,fcf_yield,ev_ebitda,revenue_growth_1y,ebitda_growth_1y,eps_growth_1y,beta,log_market_cap,cap_tier_ord,sector_Automobile and Auto Components,sector_Banking Financial Services and Insurance,sector_Cement and Building Materials,sector_Defence and Aerospace,sector_IT and Software,sector_Infrastructure and Construction,sector_Jewellery and Retail,sector_Metals Mining and Materials,sector_Oil Gas and Energy,sector_Pharmaceuticals and Healthcare,sector_Trading and Diversified
Chennai Petroleum Corporation Limited,Oil Gas and Energy,2022,117.01895110837874,2.1385630873147217,0.07451143237349168,0.046086937116758375,0.5454033000364474,0.5433346909198619,0.0,0.0,1.0,0.005451693169964806,1.0068883622931784,-0.13827730041761999,4.7784387859649256,2.3043977493859447,4.2251261575277415,3.478726876312489,0.26840925821603134,-0.12052943268499845,-0.12052943268499845,-0.12052943268499826,1.0,23.581197953140663,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chennai Petroleum Corporation Limited,Oil Gas and Energy,2023,250.25240935666494,2.2231463764736414,0.07451143237349168,0.04608693711675837,0.5454033000364474,0.5433346909198619,0.6578451540367068,0.7368533512679456,0.0,0.005451693169964805,1.0068883622931784,-0.13827730041761999,4.7784387859649256,0.9476831835892322,1.737556455911805,1.4306044640871733,1.3895302608167968,-0.12052943268499815,-0.12052943268499818,-0.12051629306056894,1.0,24.341332102122042,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chennai Petroleum Corporation Limited,Oil Gas and Energy,2024,556.347737065068,1.4204767617230276,0.06819227019370505,0.04139102255383787,0.31119996553647467,0.355318469546412,0.31582873441772513,0.5894541562927028,0.0,0.009087397214915105,0.5957382355932728,0.0027723120111154327,3.617884631015745,0.3313395341058795,1.064730293560464,0.2524632283369829,2.4213123690048333,-0.134509681045608,-0.20791014479046804,-0.22271883960195646,1.0,25.140255581303233,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chennai Petroleum Corporation Limited,Oil Gas and Energy,2025,790.2790319381222,0.9951865993742346,0.01855219110290521,0.0036121743892803338,0.026087380356174566,0.05199978490700918,0.37986632791699415,2.540247551315514,0.0,0.011565740679657042,1.2299080549669417,-0.06670264676393013,3.473134763044104,0.01819610469068593,0.6973607595496983,0.05666818291611106,13.2427546255855,-0.10632336164336716,-0.7568689276380087,-0.9219919713572746,1.0,25.491248144258034,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Petronet LNG Limited,Oil Gas and Energy,2021,242.7738957539141,0.9247686090375029,0.09111820836861692,0.056439375298036734,0.21787853695095044,0.23196503347499742,0.0,0.0,1.0,0.017968581625155064,0.46905491353702033,0.035410534996030404,2.584723422360439,0.10556133817269074,0.4844962686547462,0.04633016041274429,5.867757258390556,0.10272177857650111,0.1526252410070073,0.15524138696701434,0.45,26.620861543757226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Petronet LNG Limited,Oil Gas and Energy,2022,224.5096778869629,0.9587175381302315,0.09111820836861692,0.05643937529803673,0.2178785369509504,0.23196503347499742,0.0,0.0,1.0,0.01796858162515506,0.4690549135370203,0.035410534996030404,2.5847234223604394,0.10617495815470833,0.4873126083943312,0.046599474090379116,5.833845560510432,-0.06985578179468098,-0.06985578179468108,-0.06985578179468123,0.45,26.542649818602296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Petronet LNG Limited,Oil Gas and Energy,2023,215.24136567020034,1.081212270079656,0.09111820836861692,0.056439375298036734,0.21787853695095044,0.2319650334749974,0.21913569732766616,-0.5876986972352333,0.0,0.017968581625155064,0.46905491353702033,0.035410534996030404,2.584723422360439,0.10300064734754369,0.47278889467334206,0.045210637828852186,5.425358142913773,-0.06985578179468137,-0.06985578179468131,-0.06994522279942864,0.45,26.500491033194102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Petronet LNG Limited,Oil Gas and Energy,2024,232.72160559132266,1.3974158983110747,0.11176567215369455,0.07033671475061687,0.20978845050375902,0.23530259777400522,0.17277891983450994,-0.7444777178932278,0.0,0.016203611428377753,0.8393041752243373,-0.04774824932619677,2.0345519321177776,0.10463145412790124,0.4987392249026347,0.11543691881269832,5.270285622880431,-0.11877975064189264,0.08090550997793029,0.09833107803337841,0.45,26.5785739171252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Petronet LNG Limited,Oil Gas and Energy,2025,325.2088715337938,0.8883720673429785,0.1235164625653392,0.07792314272303398,0.19985782941844385,0.23630405958178963,0.13364738979138757,-1.1729854282592678,0.0,0.028576539616017645,0.6984018090809767,-0.015578422763459212,1.8676973395714431,0.08142459298576778,0.40748229981350276,0.06029006965254265,6.573624703341709,-0.018215630779043184,0.08500696100459013,0.08747433264887058,0.45,26.913198661262015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NMDC Limited,Oil Gas and Energy,2021,24.755277281305396,1.605948738682747,0.45630849720572336,0.31716371007468397,0.24762398196706314,0.3211231642224288,0.0,0.0,1.0,0.07061961033004739,0.22801967015390417,0.12565953503030758,0.5896286572394277,0.1901403685928078,0.7678592642052686,0.02003998411238069,3.655532099720843,0.10272177857650111,0.1526252410070073,0.15524138696701434,0.643,26.10612599178546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NMDC Limited,Oil Gas and Energy,2022,39.75570632565406,0.8935808950156882,0.45630849720572336,0.3171637100746839,0.2476239819670631,0.3211231642224288,0.0,0.0,1.0,0.07061961033004739,0.22801967015390417,0.12565953503030758,0.5896286572394278,0.137747230413059,0.5562758070475621,0.014517970746726328,5.0459397169691975,0.1634299048437915,0.1634299048437915,0.16342990484379144,0.643,26.579840688172194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NMDC Limited,Oil Gas and Energy,2023,35.52493964045881,1.4628973759218038,0.4563084972057233,0.3171637100746839,0.2476239819670631,0.32112316422242876,0.09406684016457398,-0.6087473367986489,0.0,0.07061961033004739,0.22801967015390417,0.12565953503030755,0.5896286572394277,0.1793106494893324,0.7242633687338248,0.01890219611744521,3.266823773856222,0.16342990484379152,0.16342990484379147,0.1632072033393978,0.643,26.467322276922058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NMDC Limited,Oil Gas and Energy,2024,51.96934097980766,1.448522571154477,0.3938889913868824,0.26172479241809044,0.2173012835254269,0.2946447800336144,0.13091647535264792,-1.0627282392089932,0.0,0.08671283301480713,0.8812464840435168,-0.05100469616273002,0.5973251473667474,0.12199500475604191,0.5615150198947506,0.12140051949466585,4.382892000402931,0.2061100384460764,0.0411234273617648,-0.004709576138147605,0.643,26.84774125017145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NMDC Limited,Oil Gas and Energy,2025,75.27876341727472,0.9881662754664565,0.40752052245673803,0.2736598074419632,0.22030006293825685,0.2974476778099285,0.1439875106791304,-0.5750898943644984,0.0,0.13512945963944728,0.19444487214624528,0.11333951766142657,0.5829636392722392,0.09883265428736697,0.44868695946574183,-0.020187141100021958,6.218564721933546,0.12226007606133543,0.1610987423602437,0.17350157728706633,0.643,27.218285370710504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
National Aluminium Company Limited,Oil Gas and Energy,2021,38.195582332381285,2.4321128818912165,0.18100806867049707,0.10124015056249233,0.10929602014875399,0.12544908879747318,0.0,0.0,1.0,0.10824960517569153,0.35408414683591677,0.029865073318125268,0.8039469869702682,0.17393114717806057,1.5913767668880978,-0.0758628632196279,3.215714518490536,0.10272177857650111,0.1526252410070073,0.15524138696701434,0.709,24.97391904369456,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
National Aluminium Company Limited,Oil Gas and Energy,2022,92.89596782192108,0.8849818414614817,0.18100806867049707,0.10124015056249233,0.109296020148754,0.12544908879747313,0.0,0.0,1.0,0.10824960517569153,0.3540841468359168,0.029865073318125268,0.8039469869702681,0.07754643401489049,0.7095083051454965,-0.033823122610805154,7.212619410594744,0.08434678993557684,0.08434678993557679,0.08434678993557689,0.709,25.862679421972647,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
National Aluminium Company Limited,Oil Gas and Energy,2023,82.21124466739026,1.2767195058870364,0.18100806867049707,0.10124015056249233,0.109296020148754,0.12544908879747316,0.007969453855102362,-0.8019368119015687,0.0,0.10824960517569153,0.35408414683591677,0.029865073318125265,0.8039469869702682,0.0949991699018504,0.8693433210410527,-0.04144265193967858,5.084590696634875,0.08434678993557708,0.08434678993557708,0.08415740046677195,0.709,25.740491269665323,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
National Aluminium Company Limited,Oil Gas and Energy,2024,104.96069967010875,1.8881260597333784,0.26549258920346563,0.15213785336324379,0.13820180440906332,0.17007127643013928,0.0066985958525419284,-0.754396228263814,0.0,0.1266973830385643,0.7858974876225497,-0.03839973215534366,0.6794956909347165,0.10318147681978747,0.7463702704794598,0.055563982976104806,4.80102297392759,-0.07767630193227511,0.3528132114898793,0.38668373879641493,0.709,25.984785171756556,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
National Aluminium Company Limited,Oil Gas and Energy,2025,198.17903229498094,1.243098778735362,0.47102215132326386,0.3161609414357399,0.2958612648718594,0.36734960245481313,0.017472188275044032,-0.725917941151362,0.0,0.07209667865187151,0.7397948847325589,-0.02351919574026228,0.728174700290532,0.14471763065888352,0.48918475065850175,0.12651233126096756,3.9118163650060658,0.27483221271113045,1.2617362435951378,1.6481994459833795,0.709,26.620370006177495,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sun Pharmaceutical Industries Limited,Pharmaceuticals and Healthcare,2021,525.9949799196787,1.4600650638301094,0.2798330917604826,0.1957902320462618,0.1513264130005011,0.1574780900770408,0.0,0.0,1.0,0.048189335812141125,0.40949445373821514,0.04352357877572696,0.5360037868021474,0.05583707299929738,0.3689843160368342,0.018936717247223823,12.530526114432433,0.10272177857650111,0.1526252410070073,0.15524138696701434,0.124,27.86374910888206,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sun Pharmaceutical Industries Limited,Pharmaceuticals and Healthcare,2022,767.9868939307428,1.226120372652476,0.27983309176048266,0.19579023204626186,0.15132641300050112,0.15747809007704083,0.0,0.0,1.0,0.048189335812141125,0.40949445373821514,0.043523578775726976,0.5360037868021474,0.041935935752862585,0.2771223801671933,0.014222252621653284,16.684208634199994,0.09656884615977492,0.09656884615977505,0.09656884615977519,0.124,28.242230107876548,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sun Pharmaceutical Industries Limited,Pharmaceuticals and Healthcare,2023,941.6443765785799,1.2609010349831915,0.27983309176048266,0.19579023204626184,0.15132641300050112,0.1574780900770408,0.12297210948474678,-0.7042431338484633,0.0,0.04818933581214112,0.40949445373821514,0.04352357877572696,0.5360037868021474,0.03748761302888132,0.24784170905471173,0.012719533493584253,17.951081773126234,0.09656884615977493,0.09656884615977492,0.0960605798258886,0.124,28.446085123811102,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sun Pharmaceutical Industries Limited,Pharmaceuticals and Healthcare,2024,1187.3203690140335,1.4377877787829088,0.2906951544700467,0.2005169765769199,0.15041414867258027,0.1653115182386403,0.05141883322142248,-1.1564363995202818,0.0,0.04610304563904398,0.8740797297443303,-0.02992526869993035,0.5585806491605522,0.03360508338043041,0.2234878300434792,0.03486816287548817,19.363253166382812,0.10350501295435856,0.14633890574244934,0.13031161473087824,0.124,28.677911696336732,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sun Pharmaceutical Industries Limited,Pharmaceuticals and Healthcare,2025,1707.1147160683909,0.9971656246363344,0.3181875915739918,0.2100072538611198,0.15133397453987246,0.18920547714628658,0.03270914932311908,-1.4466829882214256,0.0,0.04090178464199073,0.8498213647299817,-0.03412627803212531,0.5650480159842641,0.02671173739572705,0.17631610659366245,0.02915938684365029,23.28892736745789,0.0896762771823625,0.19273219694377716,0.14285714285714293,0.124,29.041017363925906,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lupin Limited,Pharmaceuticals and Healthcare,2021,948.8797176008723,1.035547562716994,0.112931300468716,0.026433959967990125,0.03450439247462794,0.06988026786340368,0.0,0.0,1.0,0.0921709799274492,1.032573378542389,-0.06391202621719094,0.7087484584593174,0.007267535130391168,0.21062637563420925,0.006719022783077886,32.20777761378985,0.10272177857650111,0.1526252410070073,0.15524138696701434,0.182,26.795989852165356,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lupin Limited,Pharmaceuticals and Healthcare,2022,982.6100788731729,0.7030940184050155,0.11293130046871601,0.02643395996799013,0.03450439247462794,0.06988026786340368,0.0,0.0,1.0,0.09217097992744921,1.032573378542389,-0.06391202621719093,0.7087484584593174,0.008196394960038473,0.23754642154808306,0.007577777539086907,28.557817970126862,0.1679003502081249,0.16790035020812502,0.167900350208125,0.182,26.830920185090513,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lupin Limited,Pharmaceuticals and Healthcare,2023,690.8672688802084,1.6501895305505099,0.11293130046871601,0.026433959967990125,0.03450439247462794,0.06988026786340369,0.3643563720967548,1.4092925290765705,0.0,0.0921709799274492,1.032573378542389,-0.06391202621719094,0.7087484584593174,0.013620561320341881,0.39653969078334594,0.01264969407912664,18.51680439661265,0.16790035020812488,0.16790035020812485,0.16838381243723577,0.182,26.473714673855792,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lupin Limited,Pharmaceuticals and Healthcare,2024,1140.061934106144,1.727222408931003,0.19831362298372943,0.09739758266289655,0.133970689188253,0.17432665104080622,0.2044584119706458,0.19066370455501627,0.0,0.04725701732876009,0.9359280884118498,-0.07225348978504974,0.8191104121400932,0.03672607491524381,0.2750766142581063,0.05234742257927234,13.517656644378718,0.20813547404483596,1.121552854864781,3.4495217853347495,0.182,26.976136838402525,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lupin Limited,Pharmaceuticals and Healthcare,2025,1969.1405201573525,1.0403285151074113,0.24579861941924405,0.14787327568221317,0.19075304443863167,0.21169916847342035,0.3166663760281338,0.44505837988263525,0.0,0.07581207915786287,0.549964343265277,0.009644963444465445,0.7598767740185887,0.03640674663191193,0.19135395563481306,0.014654619704619558,16.926732838422105,0.1290051962878135,0.39933865555703774,0.7122044423214713,0.182,27.524594176506273,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Glenmark Pharmaceuticals Limited,Pharmaceuticals and Healthcare,2021,450.2461851801738,1.1971653963439792,0.10498184997154462,0.026001278173482044,0.03137507028503398,0.041276630344117944,0.0,0.0,1.0,0.05316360183199034,0.5210965999136772,-0.016939525521694667,0.5901367543004539,0.02034235315635374,0.6483604011576386,0.0012064638388984159,12.175289215018566,0.10272177857650111,0.1526252410070073,0.15524138696701434,0.248,25.568008532267744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Glenmark Pharmaceuticals Limited,Pharmaceuticals and Healthcare,2022,539.0191527335875,0.7571666180107129,0.10498184997154464,0.026001278173482047,0.03137507028503398,0.04127663034411795,0.0,0.0,1.0,0.05316360183199035,0.5210965999136772,-0.016939525521694664,0.5901367543004539,0.018221377648662305,0.5807597395998174,0.0010806730695832284,13.59249765677488,0.07234412002530483,0.07234412002530488,0.07234412002530487,0.248,25.74796512502416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Glenmark Pharmaceuticals Limited,Pharmaceuticals and Healthcare,2023,408.12730891829034,1.8633397482375882,0.10498184997154464,0.026001278173482047,0.03137507028503398,0.04127663034411795,0.4863751795322803,2.8618118128960974,0.0,0.05316360183199034,0.5210965999136772,-0.016939525521694664,0.5901367543004539,0.02580077287135954,0.8226710128857223,0.0015308196283801757,12.457355202676702,0.07234412002530474,0.07234412002530474,0.07211893160581187,0.248,25.46959290645468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Glenmark Pharmaceuticals Limited,Pharmaceuticals and Healthcare,2024,760.4798370486915,1.8846849677847632,0.10169554162724692,-0.12905966040351147,-0.19134581654492963,0.06469105461721067,0.15684778923147477,-0.37140256610049743,0.0,0.07721038178477921,-0.22433012134129543,-0.08609627217761257,0.8103461724466077,-0.06998213155333462,0.3657029546464702,-0.05423255645504402,17.76458308827463,0.017802580804759438,-0.014058289574768403,-6.054131054131054,0.248,26.092034224859727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Glenmark Pharmaceuticals Limited,Pharmaceuticals and Healthcare,2025,1433.264917189075,1.3088187564059544,0.15915944790426415,0.0796523705301055,0.11832351896577423,0.1593125931685797,0.27941505005796413,0.3733723528928195,0.0,0.057107056561484563,-0.3955466848668728,0.11680654801996367,0.8190779631633377,0.025891933553205418,0.21880164660941973,-0.039023723608077945,19.703940480406953,0.12980840630569185,0.7682159837873561,0.3132445544764805,0.248,26.725794905948995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Emcure Pharmaceuticals Limited,Pharmaceuticals and Healthcare,2021,,,0.19730787465883087,0.0897002500052267,0.21271179460770867,0.249122788769397,0.0,0.0,1.0,0.06800857045163473,0.6382006207231289,-0.032196778104140705,0.8888794971503318,0.033225997536576776,0.5086723585972364,0.007091779299236323,12.3529076647255,0.10272177857650111,0.1526252410070073,0.15524138696701434,1.0,26.18199919221655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Emcure Pharmaceuticals Limited,Pharmaceuticals and Healthcare,2022,,,0.19730787465883087,0.08970025000522672,0.2127117946077087,0.24912278876939697,0.0,0.0,1.0,0.06800857045163475,0.6382006207231287,-0.03219677810414068,0.8888794971503317,0.022874588779736686,0.2573344008576382,0.004923366219752114,19.294320596925218,0.15381649352049775,0.15381649352049784,0.15381649352049784,1.0,26.289442655057336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Emcure Pharmaceuticals Limited,Pharmaceuticals and Healthcare,2023,,,0.19730787465883087,0.0897002500052267,0.2127117946077087,0.24912278876939697,0.9333012411209991,1.7718081979204408,0.0,0.06800857045163475,0.6382006207231288,-0.03219677810414069,0.8888794971503318,0.022472944658392502,0.33663132975856147,0.007873779852193076,18.23394308486944,0.15381649352049773,0.1538164935204977,0.2105356947252023,1.0,25.971653790155237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Emcure Pharmaceuticals Limited,Pharmaceuticals and Healthcare,2024,,,0.18844234389832135,0.0756887884397307,0.16874500174949353,0.20191070328938637,0.7909035143311126,1.5615233414441043,0.0,0.04666246935578165,0.884638393454624,-0.0767415438288952,0.8431789087673419,0.02643324253923248,0.3020208559240075,0.01501053626311101,17.14686798185388,0.10974669688940085,0.05988303333994162,-0.06321957491500421,1.0,26.534085531631128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Emcure Pharmaceuticals Limited,Pharmaceuticals and Healthcare,2025,1306.231664360894,1.03666007770179,0.19393510407868697,0.08628827999808004,0.1532396530419555,0.20615381352916692,0.23002838837601486,0.5386769898472616,0.0,0.05153586051261164,0.5561933532770287,-0.02069461100537453,0.9590990732956763,0.02788938669452962,0.1796372393080667,0.017970164096815403,16.70189580826382,0.19963637148146032,0.2346036445257134,0.3215245699458687,1.0,26.234713378758933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hikal Limited,Pharmaceuticals and Healthcare,2021,149.92228907083413,3.1548104939323047,0.1273558952564093,0.03909901955649335,0.06915224928758591,0.08486317293993718,0.0,0.0,1.0,0.15095487864798063,1.2349996670727073,-0.09932038891930438,0.8403773325474685,0.04610964191679981,0.6667844125364889,0.00746453581539476,6.658172835687734,0.10272177857650111,0.1526252410070073,0.15524138696701434,1.0,23.64025413783017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hikal Limited,Pharmaceuticals and Healthcare,2022,472.97641083502,0.7023597606088541,0.1273558952564093,0.03909901955649335,0.06915224928758591,0.08486317293993716,0.0,0.0,1.0,0.15095487864798063,1.2349996670727073,-0.09932038891930435,0.8403773325474684,0.027527799910811064,0.20267888020931696,0.0022689549004173215,21.904432559650445,-0.04104918147316401,-0.04104918147316391,0.8834453798231294,1.0,24.789182566704714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hikal Limited,Pharmaceuticals and Healthcare,2023,332.19959868771963,0.8814386947804971,0.1273558952564093,0.03909901955649335,0.06915224928758591,0.08486317293993717,0.6600827547266359,2.825785022971983,0.0,0.15095487864798063,1.2349996670727075,-0.09932038891930436,0.8403773325474684,0.019145116445425464,0.27672296873377705,0.00309786562525951,18.869143776764357,-0.041049181473163956,-0.04104918147316407,-0.511520737327189,1.0,24.43587303997541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hikal Limited,Pharmaceuticals and Healthcare,2024,292.8135806739085,1.1991059795828451,0.15056256007236954,0.03935206648951207,0.05860234065841542,0.08592892227679862,0.6883893239033426,2.9714607585429964,0.0,0.11545202691242155,0.7010889973713856,-0.047082143862329624,0.7111495315829681,0.019261401698034555,0.3289650975899087,-0.004847090349266147,16.52915287543313,-0.11772555064211443,0.04304162374515787,-0.11320754716981142,1.0,24.309673213935696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hikal Limited,Pharmaceuticals and Healthcare,2025,351.11451548914755,0.7955219645432491,0.18085164090046107,0.04925413615405479,0.07193218727719243,0.11440726687363459,0.6057989384456943,2.0431913617276543,0.0,0.07447789530783835,0.8410317936412718,-0.07497330855312587,0.7289730712958203,0.02096182207034812,0.29157351998943676,0.03305408437811012,15.028399248859781,0.042290948154011423,0.251971460758543,0.3049645390070923,1.0,24.49124947605226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mahindra and Mahindra Limited,Automobile and Auto Components,2021,630.3050206195877,1.2894758529789876,0.2023550328048348,0.08636985197795907,0.18240673997472578,0.1460304143686504,0.0,0.0,1.0,0.052961608489489026,-0.29366890813096086,0.08429438437485869,0.5781696859471361,0.10389797608833272,0.5695950495180649,-0.13519510031761975,4.108100668200453,0.10272177857650111,0.1526252410070073,0.15524138696701434,0.291,27.35242627400525,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahindra and Mahindra Limited,Automobile and Auto Components,2022,812.7631041003812,1.4554058780691381,0.20235503280483477,0.08636985197795907,0.18240673997472584,0.14603041436865044,0.0,0.0,1.0,0.052961608489489026,-0.29366890813096086,0.0842943843748587,0.5781696859471362,0.0921328851136946,0.5050958376124725,-0.11988601813482694,4.63269270756519,0.14345952724229669,0.14345952724229655,0.1434595272422969,0.291,27.60666209429015,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahindra and Mahindra Limited,Automobile and Auto Components,2023,1182.9001991854136,1.3074733564097303,0.2023550328048348,0.08636985197795907,0.1824067399747258,0.14603041436865044,1.6365751282825984,2.7311313901036267,0.0,0.052961608489489026,-0.29366890813096086,0.0842943843748587,0.5781696859471362,0.07774113155389344,0.3831877656816168,-0.09095077014037098,8.837677613902052,0.14345952724229638,0.1434595272422965,0.22806205071792385,0.291,28.01694350424189,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahindra and Mahindra Limited,Automobile and Auto Components,2024,1546.6104937266912,1.7944328748306035,0.20506199309396853,0.08297782457431178,0.17024545044572073,0.1450142664231824,1.6108873547658993,2.9043254031522507,0.0,0.07323835116197333,-0.20216683113066486,0.07151306726813751,0.5747042338802762,0.06511012333645473,0.38390831265879655,-0.09034118682311382,9.095511235718828,0.1408148226677368,0.15607582398513475,0.09504132231404969,0.291,28.175740157471076,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahindra and Mahindra Limited,Automobile and Auto Components,2025,2775.2887145011655,1.2023326541993253,0.21517899099529275,0.08306774006481148,0.1678256921247277,0.1491657297553735,1.6218997788908092,2.480528395337456,0.0,0.06676689029913278,0.09482410360332251,0.0351360677889436,0.5607095048324977,0.04145874964244254,0.23141911878922444,-0.021676758454884638,12.420264313415942,0.14611036292783747,0.20265519584143085,0.1426017874875869,0.291,28.833685745196163,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hero MotoCorp Limited,Automobile and Auto Components,2021,2856.7891556460218,0.954462947167228,0.1382986165040198,0.08328837870490359,0.16870992706944282,0.22164874463889067,0.0,0.0,1.0,0.017910220370552603,0.5602030056495239,0.008200014801168868,1.410614946755513,0.040726173386696214,0.2413976112379735,0.029126005628610677,14.787439019769991,0.10272177857650111,0.1526252410070073,0.15524138696701434,0.468,27.071987310680477,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hero MotoCorp Limited,Automobile and Auto Components,2022,2726.699396933279,0.9678971809592555,0.13829861650401984,0.08328837870490359,0.16870992706944285,0.2216487446388907,0.0,0.0,1.0,0.0179102203705526,0.5602030056495239,0.008200014801168866,1.410614946755513,0.04687275136381695,0.2778304287009953,0.033521833909811144,12.848313528470207,0.09851480481001548,0.0985148048100156,0.09851480481001552,0.468,27.025380855008756,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hero MotoCorp Limited,Automobile and Auto Components,2023,2639.1646596150226,1.2918129919613914,0.13829861650401984,0.08328837870490359,0.16870992706944282,0.22164874463889064,0.03407508719305313,-0.7486004783663532,0.0,0.017910220370552603,0.5602030056495237,0.008200014801168875,1.4106149467555127,0.053232752828879355,0.31579933039376534,0.03810299955906684,10.554946148058503,0.09851480481001526,0.0985148048100153,0.09922780077182687,0.468,26.991243922469152,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
