Company name,Financial Year,Model,Value,Estimated?,Method
Bharat Forge Limited,2023,(LightGBM) Intrinsic Value,760.92,no,directly computed from reported figures
Bharat Forge Limited,2022,Market Price,724.66,no,directly computed from reported figures
Bharat Forge Limited,2022,(DCF) Intrinsic Value,263.13,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Bharat Forge Limited,2022,(P/E Relative Valuation) Intrinsic Value,163.58,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Bharat Forge Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,320.1,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Bharat Forge Limited,2022,(XGBoost) Intrinsic Value,1238.93,no,directly computed from reported figures
Bharat Forge Limited,2022,(Random Forest) Intrinsic Value,1278.9,no,directly computed from reported figures
Bharat Forge Limited,2022,(LightGBM) Intrinsic Value,1245.52,no,directly computed from reported figures
Bharat Forge Limited,2021,Market Price,461.18,no,directly computed from reported figures
Bharat Forge Limited,2021,(DCF) Intrinsic Value,234.55,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Bharat Forge Limited,2021,(P/E Relative Valuation) Intrinsic Value,229.51,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Bharat Forge Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,305.59,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Bharat Forge Limited,2021,(XGBoost) Intrinsic Value,511.47,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Bharat Forge Limited,2021,(Random Forest) Intrinsic Value,517.01,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Bharat Forge Limited,2021,(LightGBM) Intrinsic Value,504.27,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kalyani Steels Limited,2025,Market Price,869.34,no,directly computed from reported figures
Kalyani Steels Limited,2025,(DCF) Intrinsic Value,2431.03,no,directly computed from reported figures
Kalyani Steels Limited,2025,(P/E Relative Valuation) Intrinsic Value,1415.87,no,directly computed from reported figures
Kalyani Steels Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,1363.95,no,directly computed from reported figures
Kalyani Steels Limited,2025,(XGBoost) Intrinsic Value,1255.38,no,directly computed from reported figures
Kalyani Steels Limited,2025,(Random Forest) Intrinsic Value,1245.71,no,directly computed from reported figures
Kalyani Steels Limited,2025,(LightGBM) Intrinsic Value,1617.73,no,directly computed from reported figures
Kalyani Steels Limited,2024,Market Price,499.19,no,directly computed from reported figures
Kalyani Steels Limited,2024,(DCF) Intrinsic Value,417.05,YES,normalised FCFF (median of 2 positive years; FY2024 reported negative)
Kalyani Steels Limited,2024,(P/E Relative Valuation) Intrinsic Value,1657.55,no,directly computed from reported figures
Kalyani Steels Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,1446.56,no,directly computed from reported figures
Kalyani Steels Limited,2024,(XGBoost) Intrinsic Value,1576.97,no,directly computed from reported figures
Kalyani Steels Limited,2024,(Random Forest) Intrinsic Value,907.45,no,directly computed from reported figures
Kalyani Steels Limited,2024,(LightGBM) Intrinsic Value,1452.25,no,directly computed from reported figures
Kalyani Steels Limited,2023,Market Price,314.38,no,directly computed from reported figures
Kalyani Steels Limited,2023,(DCF) Intrinsic Value,499.3,YES,normalised FCFF (median of 2 positive years; FY2023 reported negative)
Kalyani Steels Limited,2023,(P/E Relative Valuation) Intrinsic Value,1483.12,no,directly computed from reported figures
Kalyani Steels Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,1193.95,no,directly computed from reported figures
Kalyani Steels Limited,2023,(XGBoost) Intrinsic Value,186.7,no,directly computed from reported figures
Kalyani Steels Limited,2023,(Random Forest) Intrinsic Value,397.0,no,directly computed from reported figures
Kalyani Steels Limited,2023,(LightGBM) Intrinsic Value,199.47,no,directly computed from reported figures
Kalyani Steels Limited,2022,Market Price,360.68,no,directly computed from reported figures
Kalyani Steels Limited,2022,(DCF) Intrinsic Value,349.05,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Kalyani Steels Limited,2022,(P/E Relative Valuation) Intrinsic Value,1276.05,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Kalyani Steels Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,1126.72,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Kalyani Steels Limited,2022,(XGBoost) Intrinsic Value,628.34,no,directly computed from reported figures
Kalyani Steels Limited,2022,(Random Forest) Intrinsic Value,684.84,no,directly computed from reported figures
Kalyani Steels Limited,2022,(LightGBM) Intrinsic Value,551.75,no,directly computed from reported figures
Kalyani Steels Limited,2021,Market Price,227.41,no,directly computed from reported figures
Kalyani Steels Limited,2021,(DCF) Intrinsic Value,435.02,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Kalyani Steels Limited,2021,(P/E Relative Valuation) Intrinsic Value,1141.01,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Kalyani Steels Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,957.34,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Kalyani Steels Limited,2021,(XGBoost) Intrinsic Value,332.86,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kalyani Steels Limited,2021,(Random Forest) Intrinsic Value,324.74,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kalyani Steels Limited,2021,(LightGBM) Intrinsic Value,311.19,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kalyani Forge Limited,2025,Market Price,541.4,no,directly computed from reported figures
Kalyani Forge Limited,2025,(DCF) Intrinsic Value,119.57,YES,normalised FCFF (median of 2 positive years; FY2025 reported negative)
Kalyani Forge Limited,2025,(P/E Relative Valuation) Intrinsic Value,551.39,no,directly computed from reported figures
Kalyani Forge Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,769.96,no,directly computed from reported figures
Kalyani Forge Limited,2025,(XGBoost) Intrinsic Value,886.8,no,directly computed from reported figures
Kalyani Forge Limited,2025,(Random Forest) Intrinsic Value,940.76,no,directly computed from reported figures
Kalyani Forge Limited,2025,(LightGBM) Intrinsic Value,905.84,no,directly computed from reported figures
Kalyani Forge Limited,2024,Market Price,363.85,no,directly computed from reported figures
Kalyani Forge Limited,2024,(DCF) Intrinsic Value,151.94,YES,normalised FCFF (median of 2 positive years; FY2024 reported negative)
Kalyani Forge Limited,2024,(P/E Relative Valuation) Intrinsic Value,228.03,no,directly computed from reported figures
Kalyani Forge Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,547.12,no,directly computed from reported figures
Kalyani Forge Limited,2024,(XGBoost) Intrinsic Value,867.38,no,directly computed from reported figures
Kalyani Forge Limited,2024,(Random Forest) Intrinsic Value,614.33,no,directly computed from reported figures
Kalyani Forge Limited,2024,(LightGBM) Intrinsic Value,820.01,no,directly computed from reported figures
Kalyani Forge Limited,2023,Market Price,212.81,no,directly computed from reported figures
Kalyani Forge Limited,2023,(DCF) Intrinsic Value,264.61,YES,normalised FCFF (median of 2 positive years; FY2023 reported negative)
Kalyani Forge Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,590.0,no,directly computed from reported figures
Kalyani Forge Limited,2023,(XGBoost) Intrinsic Value,252.06,no,directly computed from reported figures
Kalyani Forge Limited,2023,(Random Forest) Intrinsic Value,299.32,no,directly computed from reported figures
Kalyani Forge Limited,2023,(LightGBM) Intrinsic Value,254.48,no,directly computed from reported figures
Kalyani Forge Limited,2022,Market Price,195.53,no,directly computed from reported figures
Kalyani Forge Limited,2022,(DCF) Intrinsic Value,235.01,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Kalyani Forge Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,742.3,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Kalyani Forge Limited,2022,(XGBoost) Intrinsic Value,349.86,no,directly computed from reported figures
Kalyani Forge Limited,2022,(Random Forest) Intrinsic Value,404.13,no,directly computed from reported figures
Kalyani Forge Limited,2022,(LightGBM) Intrinsic Value,429.33,no,directly computed from reported figures
Kalyani Forge Limited,2021,Market Price,144.3,no,directly computed from reported figures
Kalyani Forge Limited,2021,(DCF) Intrinsic Value,319.18,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Kalyani Forge Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,681.8,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Kalyani Forge Limited,2021,(XGBoost) Intrinsic Value,223.04,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kalyani Forge Limited,2021,(Random Forest) Intrinsic Value,207.31,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kalyani Forge Limited,2021,(LightGBM) Intrinsic Value,282.84,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kotak Mahindra Bank Limited,2025,Market Price,361.92,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2025,(DCF) Intrinsic Value,144.44,YES,ebit=backcast_revenue from FY2024
Kotak Mahindra Bank Limited,2025,(P/E Relative Valuation) Intrinsic Value,284.42,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,52.36,YES,ebitda=backcast_revenue from FY2024; ebit=backcast_revenue from FY2024
Kotak Mahindra Bank Limited,2025,(XGBoost) Intrinsic Value,401.68,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2025,(Random Forest) Intrinsic Value,457.36,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2025,(LightGBM) Intrinsic Value,555.72,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2024,Market Price,363.31,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2024,(DCF) Intrinsic Value,424.88,YES,ebit=backcast_revenue from FY2023
Kotak Mahindra Bank Limited,2024,(P/E Relative Valuation) Intrinsic Value,160.47,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,34.17,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023
Kotak Mahindra Bank Limited,2024,(XGBoost) Intrinsic Value,427.5,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2024,(Random Forest) Intrinsic Value,472.62,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2024,(LightGBM) Intrinsic Value,371.08,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2023,Market Price,362.27,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2023,(DCF) Intrinsic Value,154.02,YES,normalised FCFF (median of 2 positive years; FY2023 reported negative); ebit=backcast_revenue from FY2022
Kotak Mahindra Bank Limited,2023,(P/E Relative Valuation) Intrinsic Value,115.88,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,32.5,YES,ebitda=backcast_revenue from FY2022; ebit=backcast_revenue from FY2022
Kotak Mahindra Bank Limited,2023,(XGBoost) Intrinsic Value,369.92,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2023,(Random Forest) Intrinsic Value,476.3,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2023,(LightGBM) Intrinsic Value,335.91,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2022,Market Price,367.91,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2022,(DCF) Intrinsic Value,160.0,YES,ebit=backcast_revenue from FY2021; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Kotak Mahindra Bank Limited,2022,(P/E Relative Valuation) Intrinsic Value,50.59,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Kotak Mahindra Bank Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,47.29,YES,ebitda=backcast_revenue from FY2021; ebit=backcast_revenue from FY2021; da=backcast_revenue from FY2023
Kotak Mahindra Bank Limited,2022,(XGBoost) Intrinsic Value,445.22,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2022,(Random Forest) Intrinsic Value,612.27,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2022,(LightGBM) Intrinsic Value,432.14,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2021,Market Price,308.74,no,directly computed from reported figures
Kotak Mahindra Bank Limited,2021,(DCF) Intrinsic Value,86.88,YES,ebit=sector_ratio (ebit_margin); da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Kotak Mahindra Bank Limited,2021,(P/E Relative Valuation) Intrinsic Value,38.69,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Kotak Mahindra Bank Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,27.26,YES,ebitda=sector_ratio (ebitda_margin); ebit=sector_ratio (ebit_margin); da=backcast_revenue from FY2023
Kotak Mahindra Bank Limited,2021,(XGBoost) Intrinsic Value,264.27,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kotak Mahindra Bank Limited,2021,(Random Forest) Intrinsic Value,335.3,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kotak Mahindra Bank Limited,2021,(LightGBM) Intrinsic Value,273.05,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Union Bank of India,2025,Market Price,126.95,no,directly computed from reported figures
Union Bank of India,2025,(DCF) Intrinsic Value,134.63,YES,normalised FCFF (median of 2 positive years; FY2025 reported negative); ebit=backcast_revenue from FY2024
Union Bank of India,2025,(P/E Relative Valuation) Intrinsic Value,347.24,no,directly computed from reported figures
Union Bank of India,2025,(EV/EBITDA Valuation) Intrinsic Value,176.06,YES,ebitda=backcast_revenue from FY2024; ebit=backcast_revenue from FY2024
Union Bank of India,2025,(XGBoost) Intrinsic Value,320.1,no,directly computed from reported figures
Union Bank of India,2025,(Random Forest) Intrinsic Value,230.89,no,directly computed from reported figures
Union Bank of India,2025,(LightGBM) Intrinsic Value,275.17,no,directly computed from reported figures
Union Bank of India,2024,Market Price,102.81,no,directly computed from reported figures
Union Bank of India,2024,(DCF) Intrinsic Value,164.52,YES,normalised FCFF (median of 2 positive years; FY2024 reported negative); ebit=backcast_revenue from FY2023
Union Bank of India,2024,(P/E Relative Valuation) Intrinsic Value,240.63,no,directly computed from reported figures
Union Bank of India,2024,(EV/EBITDA Valuation) Intrinsic Value,174.09,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023
Union Bank of India,2024,(XGBoost) Intrinsic Value,207.22,no,directly computed from reported figures
Union Bank of India,2024,(Random Forest) Intrinsic Value,167.2,no,directly computed from reported figures
Union Bank of India,2024,(LightGBM) Intrinsic Value,198.57,no,directly computed from reported figures
Union Bank of India,2023,Market Price,54.49,no,directly computed from reported figures
Union Bank of India,2023,(DCF) Intrinsic Value,181.39,YES,normalised FCFF (median of 2 positive years; FY2023 reported negative); ebit=backcast_revenue from FY2022
Union Bank of India,2023,(P/E Relative Valuation) Intrinsic Value,141.57,no,directly computed from reported figures
Union Bank of India,2023,(EV/EBITDA Valuation) Intrinsic Value,314.35,YES,ebitda=backcast_revenue from FY2022; ebit=backcast_revenue from FY2022
Union Bank of India,2023,(XGBoost) Intrinsic Value,79.26,no,directly computed from reported figures
Union Bank of India,2023,(Random Forest) Intrinsic Value,82.54,no,directly computed from reported figures
Union Bank of India,2023,(LightGBM) Intrinsic Value,69.96,no,directly computed from reported figures
Union Bank of India,2022,Market Price,40.02,no,directly computed from reported figures
Union Bank of India,2022,(DCF) Intrinsic Value,34.39,YES,ebit=backcast_revenue from FY2021; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Union Bank of India,2022,(P/E Relative Valuation) Intrinsic Value,286.79,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Union Bank of India,2022,(EV/EBITDA Valuation) Intrinsic Value,65.83,YES,ebitda=backcast_revenue from FY2021; ebit=backcast_revenue from FY2021; da=backcast_revenue from FY2023
Union Bank of India,2022,(XGBoost) Intrinsic Value,56.86,no,directly computed from reported figures
Union Bank of India,2022,(Random Forest) Intrinsic Value,70.09,no,directly computed from reported figures
Union Bank of India,2022,(LightGBM) Intrinsic Value,57.4,no,directly computed from reported figures
Union Bank of India,2021,Market Price,29.75,no,directly computed from reported figures
Union Bank of India,2021,(DCF) Intrinsic Value,25.82,YES,ebit=sector_ratio (ebit_margin); da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Union Bank of India,2021,(P/E Relative Valuation) Intrinsic Value,183.96,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Union Bank of India,2021,(EV/EBITDA Valuation) Intrinsic Value,45.39,YES,ebitda=sector_ratio (ebitda_margin); ebit=sector_ratio (ebit_margin); da=backcast_revenue from FY2023
Union Bank of India,2021,(XGBoost) Intrinsic Value,41.29,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Union Bank of India,2021,(Random Forest) Intrinsic Value,38.93,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Union Bank of India,2021,(LightGBM) Intrinsic Value,37.83,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Life Insurance Corporation of India,2025,Market Price,474.13,no,directly computed from reported figures
Life Insurance Corporation of India,2025,(DCF) Intrinsic Value,1523.82,YES,da=backcast_revenue from FY2024; ocf=backcast_revenue from FY2024
Life Insurance Corporation of India,2025,(P/E Relative Valuation) Intrinsic Value,561.58,no,directly computed from reported figures
Life Insurance Corporation of India,2025,(EV/EBITDA Valuation) Intrinsic Value,874.96,YES,ebitda=backcast_revenue from FY2024; da=backcast_revenue from FY2024
Life Insurance Corporation of India,2025,(XGBoost) Intrinsic Value,569.52,no,directly computed from reported figures
Life Insurance Corporation of India,2025,(Random Forest) Intrinsic Value,661.3,no,directly computed from reported figures
Life Insurance Corporation of India,2025,(LightGBM) Intrinsic Value,705.19,no,directly computed from reported figures
Life Insurance Corporation of India,2024,Market Price,356.18,no,directly computed from reported figures
Life Insurance Corporation of India,2024,(DCF) Intrinsic Value,1335.57,YES,da=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Life Insurance Corporation of India,2024,(P/E Relative Valuation) Intrinsic Value,334.04,no,directly computed from reported figures
Life Insurance Corporation of India,2024,(EV/EBITDA Valuation) Intrinsic Value,637.47,YES,ebitda=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Life Insurance Corporation of India,2024,(XGBoost) Intrinsic Value,417.72,no,directly computed from reported figures
Life Insurance Corporation of India,2024,(Random Forest) Intrinsic Value,465.5,no,directly computed from reported figures
Life Insurance Corporation of India,2024,(LightGBM) Intrinsic Value,446.18,no,directly computed from reported figures
Life Insurance Corporation of India,2023,Market Price,331.67,no,directly computed from reported figures
Life Insurance Corporation of India,2023,(DCF) Intrinsic Value,1221.94,YES,da=backcast_revenue from FY2022; ocf=backcast_revenue from FY2022
Life Insurance Corporation of India,2023,(P/E Relative Valuation) Intrinsic Value,220.0,no,directly computed from reported figures
Life Insurance Corporation of India,2023,(EV/EBITDA Valuation) Intrinsic Value,3062.87,YES,ebitda=backcast_revenue from FY2022; da=backcast_revenue from FY2022
Life Insurance Corporation of India,2023,(XGBoost) Intrinsic Value,385.36,no,directly computed from reported figures
Life Insurance Corporation of India,2023,(Random Forest) Intrinsic Value,412.93,no,directly computed from reported figures
Life Insurance Corporation of India,2023,(LightGBM) Intrinsic Value,343.63,no,directly computed from reported figures
Life Insurance Corporation of India,2022,(DCF) Intrinsic Value,1541.83,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2021; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2021
Life Insurance Corporation of India,2022,(P/E Relative Valuation) Intrinsic Value,439.95,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Life Insurance Corporation of India,2022,(EV/EBITDA Valuation) Intrinsic Value,639.79,YES,ebitda=backcast_revenue from FY2021; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2021
Life Insurance Corporation of India,2021,(DCF) Intrinsic Value,609.79,YES,ebit=backcast_revenue from FY2023; da=sector_ratio (da_ratio); capex=backcast_revenue from FY2023; ocf=sector_ratio (ocf_margin)
Life Insurance Corporation of India,2021,(P/E Relative Valuation) Intrinsic Value,307.78,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Life Insurance Corporation of India,2021,(EV/EBITDA Valuation) Intrinsic Value,418.99,YES,ebitda=sector_ratio (ebitda_margin); ebit=backcast_revenue from FY2023; da=sector_ratio (da_ratio)
General Insurance Corporation of India,2025,Market Price,389.69,no,directly computed from reported figures
General Insurance Corporation of India,2025,(DCF) Intrinsic Value,2003.09,YES,da=backcast_revenue from FY2024; ocf=backcast_revenue from FY2024
General Insurance Corporation of India,2025,(P/E Relative Valuation) Intrinsic Value,622.73,no,directly computed from reported figures
General Insurance Corporation of India,2025,(EV/EBITDA Valuation) Intrinsic Value,555.96,YES,ebitda=backcast_revenue from FY2024; da=backcast_revenue from FY2024
General Insurance Corporation of India,2025,(XGBoost) Intrinsic Value,615.76,no,directly computed from reported figures
General Insurance Corporation of India,2025,(Random Forest) Intrinsic Value,565.98,no,directly computed from reported figures
General Insurance Corporation of India,2025,(LightGBM) Intrinsic Value,672.03,no,directly computed from reported figures
General Insurance Corporation of India,2024,Market Price,249.08,no,directly computed from reported figures
General Insurance Corporation of India,2024,(DCF) Intrinsic Value,3321.92,no,directly computed from reported figures
General Insurance Corporation of India,2024,(P/E Relative Valuation) Intrinsic Value,478.87,no,directly computed from reported figures
General Insurance Corporation of India,2024,(EV/EBITDA Valuation) Intrinsic Value,432.39,no,directly computed from reported figures
General Insurance Corporation of India,2024,(XGBoost) Intrinsic Value,315.66,no,directly computed from reported figures
General Insurance Corporation of India,2024,(Random Forest) Intrinsic Value,333.69,no,directly computed from reported figures
General Insurance Corporation of India,2024,(LightGBM) Intrinsic Value,386.89,no,directly computed from reported figures
General Insurance Corporation of India,2023,Market Price,134.74,no,directly computed from reported figures
General Insurance Corporation of India,2023,(DCF) Intrinsic Value,2833.9,no,directly computed from reported figures
General Insurance Corporation of India,2023,(P/E Relative Valuation) Intrinsic Value,447.68,no,directly computed from reported figures
General Insurance Corporation of India,2023,(EV/EBITDA Valuation) Intrinsic Value,1078.66,no,directly computed from reported figures
General Insurance Corporation of India,2023,(XGBoost) Intrinsic Value,179.19,no,directly computed from reported figures
General Insurance Corporation of India,2023,(Random Forest) Intrinsic Value,181.13,no,directly computed from reported figures
General Insurance Corporation of India,2023,(LightGBM) Intrinsic Value,140.77,no,directly computed from reported figures
General Insurance Corporation of India,2022,Market Price,158.5,no,directly computed from reported figures
General Insurance Corporation of India,2022,(DCF) Intrinsic Value,2468.01,YES,capex=backcast_revenue from FY2023
General Insurance Corporation of India,2022,(P/E Relative Valuation) Intrinsic Value,1120.85,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
General Insurance Corporation of India,2022,(EV/EBITDA Valuation) Intrinsic Value,189.7,no,directly computed from reported figures
General Insurance Corporation of India,2022,(XGBoost) Intrinsic Value,180.2,no,directly computed from reported figures
General Insurance Corporation of India,2022,(Random Forest) Intrinsic Value,249.8,no,directly computed from reported figures
General Insurance Corporation of India,2022,(LightGBM) Intrinsic Value,190.87,no,directly computed from reported figures
General Insurance Corporation of India,2021,Market Price,144.75,no,directly computed from reported figures
General Insurance Corporation of India,2021,(DCF) Intrinsic Value,470.3,YES,ebit=backcast_revenue from FY2022; da=backcast_revenue from FY2022; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2022
General Insurance Corporation of India,2021,(P/E Relative Valuation) Intrinsic Value,795.79,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
General Insurance Corporation of India,2021,(EV/EBITDA Valuation) Intrinsic Value,94.88,YES,ebitda=backcast_revenue from FY2022; ebit=backcast_revenue from FY2022; da=backcast_revenue from FY2022
General Insurance Corporation of India,2021,(XGBoost) Intrinsic Value,142.07,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
General Insurance Corporation of India,2021,(Random Forest) Intrinsic Value,180.31,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
General Insurance Corporation of India,2021,(LightGBM) Intrinsic Value,162.51,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
BF Utilities Limited,2025,Market Price,849.03,no,directly computed from reported figures
BF Utilities Limited,2025,(DCF) Intrinsic Value,5343.07,no,directly computed from reported figures
BF Utilities Limited,2025,(P/E Relative Valuation) Intrinsic Value,496.94,no,directly computed from reported figures
BF Utilities Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,1132.48,no,directly computed from reported figures
BF Utilities Limited,2025,(XGBoost) Intrinsic Value,1381.27,no,directly computed from reported figures
BF Utilities Limited,2025,(Random Forest) Intrinsic Value,1257.17,no,directly computed from reported figures
BF Utilities Limited,2025,(LightGBM) Intrinsic Value,1607.75,no,directly computed from reported figures
BF Utilities Limited,2024,Market Price,552.34,no,directly computed from reported figures
BF Utilities Limited,2024,(DCF) Intrinsic Value,3299.91,no,directly computed from reported figures
BF Utilities Limited,2024,(P/E Relative Valuation) Intrinsic Value,343.23,no,directly computed from reported figures
BF Utilities Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,530.7,no,directly computed from reported figures
BF Utilities Limited,2024,(XGBoost) Intrinsic Value,868.4,no,directly computed from reported figures
BF Utilities Limited,2024,(Random Forest) Intrinsic Value,868.37,no,directly computed from reported figures
BF Utilities Limited,2024,(LightGBM) Intrinsic Value,866.58,no,directly computed from reported figures
BF Utilities Limited,2023,Market Price,366.18,no,directly computed from reported figures
BF Utilities Limited,2023,(DCF) Intrinsic Value,3922.2,no,directly computed from reported figures
BF Utilities Limited,2023,(P/E Relative Valuation) Intrinsic Value,264.78,no,directly computed from reported figures
BF Utilities Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,4415.12,no,directly computed from reported figures
BF Utilities Limited,2023,(XGBoost) Intrinsic Value,382.09,no,directly computed from reported figures
BF Utilities Limited,2023,(Random Forest) Intrinsic Value,573.39,no,directly computed from reported figures
BF Utilities Limited,2023,(LightGBM) Intrinsic Value,444.07,no,directly computed from reported figures
BF Utilities Limited,2022,Market Price,389.31,no,directly computed from reported figures
BF Utilities Limited,2022,(DCF) Intrinsic Value,2973.93,no,directly computed from reported figures
BF Utilities Limited,2022,(P/E Relative Valuation) Intrinsic Value,55.05,no,directly computed from reported figures
BF Utilities Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,263.36,no,directly computed from reported figures
BF Utilities Limited,2022,(XGBoost) Intrinsic Value,768.8,no,directly computed from reported figures
BF Utilities Limited,2022,(Random Forest) Intrinsic Value,768.36,no,directly computed from reported figures
BF Utilities Limited,2022,(LightGBM) Intrinsic Value,883.23,no,directly computed from reported figures
BF Utilities Limited,2021,Market Price,238.21,no,directly computed from reported figures
